id,title,title_english,type,source,episodes,status,airing,rating,score,rank,scored_by,popularity,favorites,members,synopsis,season,year,start,ending,studios,genres,ranking
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha,Super Danganronpa 2.5: Nagito Komaeda and the Destroyer of the World,OVA,Visual novel,1,Finished Airing,False,R - 17+ (violence & profanity),7.13,3725,56847,2097,400,107682,"At Hope's Peak Academy, a school full of extraordinarily talented individuals, Nagito Komaeda is an ordinary boy with no special traits or interesting skills to speak of—except for his incredible unluckiness. Just walking to school in the morning leads to a number of unfortunate accidents, which only escalate as the day goes on. Despite this, Komaeda leads a relatively normal life and is satisfied with his modest slice of happiness.

But everything changes when a mysterious boy who declares himself the ""Destroyer of the World"" arrives to shatter this hopeless paradise.

[Written by MAL Rewrite]",,2017,2017-01-12,,Lerche,Action;Horror;Mystery,405
1731,Tales of Symphonia The Animation: Sylvarant-hen,,OVA,Game,4,Finished Airing,False,PG-13 - Teens 13 or older,7.13,3726,23582,3164,144,53852,"Two worlds exist, both unaware of the existance of the other. In order for one world to flourish, the other will have to perish. On the perishing world, a Chosen one is sent on a journey to restore that world's mana by awakening the Spirits and becoming an angel. Colette Brunel, the Chosen of Sylvarant, sets out on her journey accompanied by her best friends Lloyd Irving and Genis Sage. As they travel further they meet more friends and even more enemies, while they learn more and more about the truth behind the World Regeneration. 

(Source: ANN)",,2007,2007-06-08,2007-12-21,ufotable,Action;Adventure;Fantasy,406
3088,Tokyo Marble Chocolate,Tokyo Marble Chocolate,OVA,Original,2,Finished Airing,False,PG-13 - Teens 13 or older,7.13,3728,11890,4494,40,27047,"Chizuru, a cheerful girl with a history of unsuccessful romance, is planning to break up with her boyfriend, Yuudai, since he never seems to reciprocate her feelings. However, as she arrives at what she plans to be their final date, Yuudai presents her with a gift that turns out to be an energetic and troublesome mini donkey. While Yuudai was hoping that today would be the day he could finally summon enough confidence to let Chizuru know the depth of his feelings, a series of misunderstandings threaten to tear the couple apart forever. With a rambunctious mini donkey doing its best to mend their relationship, Chizuru and Yuudai each wonder if they are capable of loving and being loved in return.

[Written by MAL Rewrite]",,2007,2007-12-05,,Production I.G,Drama;Romance,407
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,,OVA,Manga,2,Finished Airing,False,R+ - Mild Nudity,7.13,3730,9976,4898,62,22042,"In the twilight of the human age, mankind continues to persevere, resisting the lull of nature's reclamation. For Alpha Hatsuseno and her café, things have not changed. The familiar sights and scenery instill a comforting solace—a sentiment cherished by Alpha. One day, however, a radio weather report forecasts an approaching typhoon that threatens to undermine the enduring peace.

After taking refuge at Ojisan's gas station and returning to the café, Alpha is devastated to see that her beloved shop had been ravaged by the storm. Determined to restore it back to its former glory, she resolves to find other jobs as a way to fund the repairs. The journey into the unknown is an opportunity to explore what remains of civilization, and Alpha seizes this chance to expand her view of the outside world.

[Written by MAL Rewrite]",,2002,2002-12-18,2003-03-05,Ajia-do,Sci-Fi;Slice of Life,408
12879,Dantalian no Shoka: Ibarahime,The Mystic Archives of Dantalian: Ibarahime,OVA,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,7.13,3736,11196,4858,13,22523,"""Huey"" Anthony Disward and Dalian trek to the land owned by Sergeant Callavos, where it is rumored that a Phantom Book may be located. With the help of a local herbalist named Thalia, the two reach a remote village and begin to confirm relevant information to their investigation. Although it has been reported that Callavos perished alongside his family in a gruesome fire six months prior, his daughter Florence has been sighted in a nearby forest—and is suspected of causing the blaze. To verify these allegations once and for all, Huey and Dalian travel to the lord's manor, only to uncover the truth behind a thorny past.

[Written by MAL Rewrite]",,2012,2012-08-09,,Gainax,Action;Mystery,409
380,Fushigi Yuugi OVA,Mysterious Play OVA,OVA,Manga,3,Finished Airing,False,PG-13 - Teens 13 or older,7.13,3742,12415,4733,53,23963,"Having concluded their adventure inside the mystical book The Universe of the Four Gods, Miaka Yuuki and Yui Hongo resume their ordinary lives with but one exception: upon returning to the real world, Miaka is permitted to bring her beloved Tamahome along with her. 

Unfortunately, shortly afterward, new troubles threaten the couple's hard-earned happiness. During a visit to the graves of the two other girls who had traveled inside The Universe of the Four Gods, Tamahome is engulfed by a red light and disappears right before Miaka's eyes. Witnessing the puzzling incident, her brother Keisuke and his best friend Tetsuya Kajiwara resolve to help the heartbroken Miaka find her boyfriend again. 

Meanwhile, Tamahome has been brought back into the book, only to discover that 50 years had passed since his departure. To his surprise, he learns that he has now switched identities with his former enemy, Nakago. Will the two lovers triumph over these adversities to reunite once more, or are they doomed to remain separated forever?


Fushigi Yuugi Otsukare Ian Bus Ryokou: Kindan no Josei Onsen-hen
The Celestial Warriors of gods Suzaku and Seiryuu, alongside their priestesses, Miaka Yuuki and Yui Hongo, are granted a bus trip to a special hot spring resort to enjoy some leisure time. Despite the extensive journey, the lively party spices up the experience by playing mischievous tricks on each other, completely unaware of the surprise awaiting them at their destination.

[Written by MAL Rewrite]",,1996,1996-10-25,1997-02-25,Pierrot,Adventure;Fantasy;Romance,410
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,Engaged to the Unidentified OVA,OVA,4-koma manga,1,Finished Airing,False,PG-13 - Teens 13 or older,7.13,3763,28251,3168,21,53699,"OVA included with special edition of volume 5 of the Mikakunin de Shinkoukei manga.

Mashiro and Kobeni share with each other a story from their pasts. Kobeni retells an episode of her childhood with Benio and Nadeshiko while Mashiro describes one of her days back on her home in the mountains.",,2014,2014-03-28,,Doga Kobo,Comedy;Romance,411
151,Re: Cutie Honey,,OVA,Manga,3,Finished Airing,False,R+ - Mild Nudity,7.13,3772,12057,4160,193,31843,"The last words spoken to Honey Kisaragi by her father before his death at the hands of the mysterious organization Panther Claw have shaped her way of life. It is the sole reason she still continues to fight for the sake of others.

The energetic Inspector Natsuko Aki does her absolute best to apprehend the members of Panther Claw and bring them to justice, but they are simply too much for the police to handle. The only one who can give these criminals a run for their money is the sexy warrior of love and justice, Cutie Honey—the secret alter ego of Kisaragi. Although Natsuko refuses to acknowledge vigilantes, her relationship with Honey progresses for the better as the strong-headed detective realizes the true intentions behind Honey's actions.

Overtime, Honey grows more fearful of her burning desire for revenge; meanwhile, Natsuko wants to protect her friend, a sentiment that clashes with her ideals of upholding the law. If they ever hope to stand a chance against the menacing Panther Claw, the duo will have to put aside their differences and stand together.

[Written by MAL Rewrite]",,2004,2004-07-24,2004-09-25,Gainax;Toei Animation,Action;Comedy;Girls Love;Sci-Fi;Ecchi,412
2745,Jigoku Sensei Nube OVA,Hell Teacher Nube,OVA,Manga,3,Finished Airing,False,PG-13 - Teens 13 or older,7.12,3776,1502,9578,6,3955,Continuation of the TV series.,,1998,1998-06-12,1999-05-14,Toei Animation,Action;Comedy;Horror;Supernatural,413
785,Otaku no Video,,OVA,Other,2,Finished Airing,False,R+ - Mild Nudity,7.12,3794,14489,4065,122,33520,"Somewhat based on the real story of how Gainax was founded, Otaku no Video addresses all aspects of an otaku lifestyle. Takeshi Kubo is a young man living an average life until he is dragged into a group of otaku. Slowly, he becomes more like them until he decides to abandon his former life to become king of otaku—the otaking!

Mixed in are live-action interviews with real otaku, addressing every aspect of hardcore otaku life. Not only are anime and manga fans included, but also sci-fi fans, military fans, and other groups of Japanese geeks.",,1991,1991-09-27,1991-12-20,Gainax,Comedy;Drama;Sci-Fi,414
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Ranma ½: Huge Battle! 29 Unteachable Fools,OVA,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,7.12,3796,1609,8675,1,5342,"This special, known in Japan as ""Batoru Kaiibai 29 Hitou Korinai Yatsura,"" was available through the Kitty Animation Circle making it a difficult item to come by. It contained clips from twenty-nine of Ranma's most memorable opponents from the television series. 

(Source: furinkan.com/ranma/anime/specials.html)",,1995,1995-03-03,,Kitty Film Mitaka Studio,Comedy;Slice of Life,415
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,Rurouni Kenshin: New Kyoto Arc,OVA,Manga,2,Finished Airing,False,R - 17+ (violence & profanity),7.12,3799,13203,4290,47,29683,A large scale remake of the time after Kenshin leaves Tokyo up until before the inferno of Kyoto.,,2011,2011-12-17,2012-06-23,Studio Deen,Action;Drama,416
33033,Starmyu OVA,,OVA,Original,2,Finished Airing,False,PG-13 - Teens 13 or older,7.12,3802,2521,7557,16,7448,"After a successful Ayanagi Festival, Yuuta Hoshitani and the members of Team Ootori celebrate the beginning of a new year and their final semester as first years at Ayanagi Academy. However, with Itsuki Ootori expelled from the Kao Council, Team Ootori no longer qualifies as a Star Team. Stripped of their privileges, they also will not be allowed to participate in the upcoming graduation ceremony. Desperate to get their mentor back, Hoshitani and the others hatch a plan to convince the Kao Council to allow Ootori to reassume his former position.

[Written by MAL Rewrite]",,2016,2016-07-27,2016-09-21,C-Station,Slice of Life,417
9332,.hack//Quantum,,OVA,Original,3,Finished Airing,False,PG-13 - Teens 13 or older,7.11,3830,20270,3638,69,41740,"Tobias, Mary, and Sakuya challenge the impregnable ""The One Sin"", but they lose their way in the maze and unintentionally trap other guild members. A mysterious cat is watching their blunder. Is it another player character or NPC?",,2011,2011-01-28,2011-04-07,Kinema Citrus,Action;Adventure;Fantasy,418
1736,B'T X Neo,,OVA,Manga,14,Finished Airing,False,PG-13 - Teens 13 or older,7.11,3835,2832,8472,11,5673,"Continuation of Teppei's journey with B't X to rescue his brother Kotaro Takamiya from the Machine Empire. The OAV series picks off from the TV series from the point where Hokuto successfully saves both Teppei and B't X and makes B't X far more powerful than before.

(Source: ANN)",,1997,1997-08-21,1998-01-21,TMS Entertainment,Action;Adventure,419
5216,D.C.if: Da Capo if,,OVA,Visual novel,2,Finished Airing,False,PG-13 - Teens 13 or older,7.11,3836,7678,5521,19,16385,"This two episode OVA retelling of the first Da Capo series with the ""what if"" Junichi Asakura were to return Kotori Shirakawa's feelings.",,2008,2008-12-25,2009-03-25,Zexcs,Drama;Romance,420
4200,Dirty Pair OVA,,OVA,Light novel,10,Finished Airing,False,PG-13 - Teens 13 or older,7.11,3839,3417,7094,20,8787,"Set in the future Kei and Yuri are Trouble Consultants for The 3WA. Code Named ""Lovely Angels"", but, they are known throughout the galaxy as The Dirty Pair. They always solve their case, but, not without causing collateral damage and mayhem.

(Source: ANN)",,1987,1987-12-21,1988-04-21,Sunrise;Kino Production,Adventure;Comedy;Sci-Fi,421
35102,Hinamatsuri (OVA),,OVA,Other,1,Finished Airing,False,G - All Ages,7.11,3850,360,11602,3,2150,An educational anime about the history and founding of the Hinamatsuri holiday in Japan.,,1993,1993-01-01,,,,422
3421,Kodomo no Omocha,,OVA,Manga,1,Finished Airing,False,PG - Children,7.11,3857,2507,7791,29,6910,"The Kodomo No Omocha OVA is a thirty-minute animation video that was made before the TV series. It covers the first volume of the manga, so it's equivalent to TV episodes 1-6. It relates Sana's troubles with Hayama at school as a result of the ""oyakodon baka"" situation and culminates when Hayama's dad and sister realize their mistakes thanks to Sana's efforts. 

(Source: AniDB)",,1995,1995-12-16,,J.C.Staff,Comedy;Drama,423
32698,Monster Musume no Iru Nichijou OVA,Monster Musume: Everyday Life with Monster Girls OVA,OVA,Manga,2,Finished Airing,False,R+ - Mild Nudity,7.11,3863,58567,2007,127,114669,"During a physical exam, Miia, Centorea, and Mero discover that they have gained too much weight due to Kimihito Kurusu's delicious cooking. To remedy this, Polt offers them first use of her new pool and gym facility before its grand opening. However, it's not all fun and games, as the three girls' competitive spirits start to flare up!

Meanwhile, when Rachnera Arachnera receives a letter from her previous host family, she finds out that they would like to meet with her and apologize for the events that caused her transfer. But, as it turns out, not only do they want to apologize, they want her back as well! When the family's daughter, Ren Kunanzuki, shows up at the front door, the gang must convince her to let Rachnera stay at Kimihito's house. 

[Written by MAL Rewrite]",,2016,2016-11-12,2017-04-13,Lerche,Comedy;Fantasy;Romance;Ecchi,424
2583,Soukou Kihei Votoms: The Last Red Shoulder,Armored Trooper Votoms: The Last Red Shoulder,OVA,Original,1,Finished Airing,False,PG-13 - Teens 13 or older,7.11,3874,2418,8936,3,4915,"Released in 1985, this OVA tells a critical part of the story between the TV show's Uoodo and Kummen arcs. Although the TV series covered the Red Shoulders in some detail, we didn't get to see much of Chirico's time there or the people involved, and we get both of those here.

(Source: mahq.net)",,1985,1985-08-21,,Sunrise,Action;Drama;Sci-Fi,425
18441,Blood Lad: Wagahai wa Neko de wa Nai,Blood Lad OVA,OVA,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,7.1,3888,61274,1982,83,116712,Bundled with the tenth limited-edition volume of Blood Lad manga.,,2013,2013-12-04,,Brain's Base,Action;Comedy;Fantasy,426
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,,OVA,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,7.1,3893,16051,4068,21,33472,Adaptation of the short story written by Manta Aisora for the first issue of GA Bunko magazine.,,2012,2012-11-23,,Xebec,Comedy;Sci-Fi,427
18835,Hakuouki: Reimeiroku OVA,,OVA,Visual novel,2,Finished Airing,False,PG-13 - Teens 13 or older,7.1,3893,1270,8876,1,5019,"2 eps. Tokuten that were released in a Tokuten Disc for those who purchased all 6 volumes of Hakuouki Reimeiroku OVAs.

Including:
1. Natsu no Wazurai (夏のわずらい)

2. Shinpachi Nagakura Saikyou Densetsu (永倉新八最強伝説)",,2013,2013-05-22,,Studio Deen,Action;Supernatural,428
6713,Ranma ½: Nettou Uta Gassen,Ranma 1/2: Hot Song Contest,OVA,Manga,2,Finished Airing,False,PG-13 - Teens 13 or older,7.1,3916,2766,7460,3,7681,"A two-part music OVA series never released outside of Japan featuring the main Ranma 1/2 characters. They appear to be having a music contest at a local TV station. As everybody knows, these characters can't get along for more than three minutes and hilarity and hijinks ensue. 

(Source: AniDB)",,1990,1990-11-07,1990-11-21,Kitty Film Mitaka Studio,Comedy,429
6016,Kyoushoku Soukou Guyver (1989),The Guyver: Bio-Booster Armor,OVA,Manga,6,Finished Airing,False,R - 17+ (violence & profanity),7.09,3923,6477,5642,122,15389,"Shou and his friend, Tetsurou, stumble upon a strange orb-like mechanism, the Guyver Unit, in the woods. It physically bonds with Shou and turns him into the alien soldier, Guyver. His mission is to protect the Guyver Unit from the Japanese corporation known as Chronos. They are after it and two other units just like it. To retrieve the object, they send out vicious monsters known as Zoanoids. So no one is safe in Shou's life; not even himself.",,1989,1989-09-25,1990-02-25,Visual 80,Action;Horror;Sci-Fi,430
2734,Mazinkaiser: Shitou! Ankoku Dai Shougun,Mazinkaiser VS Great General of Darkness,OVA,Manga,1,Finished Airing,False,R - 17+ (violence & profanity),7.09,3925,2902,8458,12,5697,"They strike without warning and instantly plunge the world into terror. The Great General of Darkness leads the underground Mycenae Empire in a bid to conquer Earth. The Mazinger Army falls before the seven generals under him, each of them leading an army of superior Warrior Beasts. Meanwhile, Archduke Gorgon is relentlessly pursuing Koji Kabuto, trying to eliminate him before he can reach Mazinkaiser. But a red light in the sky over Mt. Fuji portends the greatest battle in history! 

(Source: Discotek)",,2003,2003-07-25,,Brain's Base,Action,431
938,Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,OVA,Unknown,4,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3943,3572,7684,27,7156,"Years after the defeat of the Reptilian Empire, Getter Team has begun training on a new super robot, Neo Getter Robo. But a surprise attack from the Empire's revived leader forces them to recruit a street fighter named Go Ichimonji as Getter One's pilot. Faced with an enormously powerful foe, the new team's only hope for victory may lie in the resurrection of the lost weapon of humanity, Shin Getter Robo.

(Source: ANN)",,2000,2000-12-21,2001-06-25,Brain's Base,Action;Sci-Fi,432
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,My Little Monster OVA,OVA,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3947,52895,2100,65,107429,"Long before modern times, sweets-loving Princess Chizuru Ooshima painstakingly studies to pass her English proficiency exam. To keep Her Highness focused, Lord Shogun bans all sweets in the town of Edo. Meanwhile, tensions arise between two powerful factions: the Mizutani group, led by the respected Shizuku ""Ane-san"" Mizutani; and the Yoshida group, under the leadership of the capricious Haru ""Harunosuke"" Yoshida. 

Ane-san tirelessly tries to make contact with Harunosuke to deliver the news of the founding of a new temple school. But soon after she meets him by chance, romance blooms between the two. However, not everyone approves of this development—and they might stop at nothing to prevent their happiness.

[Written by MAL Rewrite]",,2013,2013-08-12,,Brain's Base,Comedy;Romance,433
11339,A-Channel+smile,,OVA,4-koma manga,2,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3952,11692,4802,10,23170,"Following the everyday lives of four high school girls: the flighty Run, the reckless Tooru, the timid Yuuko, and the level-headed Nagi.

Mountain of Pancakes
Kitou-sensei injures her hand during class and has to deal with it while Tooru brings cat Tansan to school with her to meet Yutaka and Miho. Later, the girls decide to get pancakes at a café where Miho happens to be working, facing trouble when Yutaka shows up out of the blue.

A Picture of a Wish
Yuuko catches a cold so the others pay her a visit and help look after her. Later, the girls get together for the New Year's shrine visit.

(Source: Wikipedia)",,2012,2012-03-21,,Studio Gokumi,Comedy,434
34465,Ao no Exorcist: Kyoto Fujouou-hen OVA,Blue Exorcist: Kyoto Saga OVA,OVA,Manga,2,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3957,27335,2655,58,73829,"Bundled with the 19th and 20th volumes of the Ao no Exorcist manga.

The first episode is based on the second chapter of the second Ao no Exorcist novel Home Sweet Home.

The second episode is based on the title chapter from the Ao no Exorcist: Spy Game novel.",,2017,2017-04-04,2017-10-04,A-1 Pictures,Action;Supernatural,435
7059,Black★Rock Shooter (OVA),,OVA,Other,1,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3960,107320,1413,797,176540,"On her first day of junior high school, Mato Kuroi meets Yomi Takanashi. Though Yomi is initially taken aback by Mato's straightforward personality, the pair quickly becomes friends and begin to spend time together daily. As a sign of their friendship, Mato gives Yomi a cell phone charm—a blue star, identical to her own.
 
However, when the two enter their second year, their relationship starts to change. Placed in a different class, Mato begins to spend more time with Yuu Koutari instead, a girl she met through the basketball team. In fact, the former best friends drift apart so much so that Mato cannot find Yomi anywhere, as if she had disappeared entirely.

Elsewhere, Black★Rock Shooter is on a quest to vanquish the Dead Master. These two, while opposed, bear a connection not unlike Mato and Yomi. As their stories begin to cross, it seems Yomi's disappearance may have to do with the blue star-shaped charm and the legendary gunslinger herself.

[Written by MAL Rewrite]",,2010,2010-07-24,,Ordet,Action;Drama;Fantasy,436
23153,Hayate no Gotoku! OVA,,OVA,Manga,3,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3964,5304,5892,3,13835,"New OVA series of Hayate no Gotoku!, which is part of the manga's 10th anniversary project.  One episode each will be bundled with volumes 41 to 43 of the manga.",,2014,2014-06-18,2014-12-16,Manglobe,Comedy;Romance,437
3027,Hokuto no Ken: Yuria-den,Fist of the North Star: The Legend of Yuria,OVA,Manga,1,Finished Airing,False,R - 17+ (violence & profanity),7.09,3966,4311,6798,10,9771,"The second part of the new Hokuto no Ken pentalogy. The story of this OVA centers around Yuria.

(Source: Wikipedia)",,2007,2007-02-23,,TMS Entertainment,Action;Adventure;Drama,438
256,Hoshi no Koe,Voices of a Distant Star,OVA,Original,1,Finished Airing,False,PG-13 - Teens 13 or older,7.09,3967,81613,1553,542,160214,"It is the year 2046, Noboru Terao and Mikako Nagamine are close friends who will soon be graduating junior high school. But after an alien attack on humanity, Mikako is selected for the UN military space expedition set to retaliate against the aliens. Separated, Noboru and Mikako attempt to keep in touch by sending emails to each other with their cell phones. Yet as the expedition journeys farther from Earth, the time it takes for them to transmit and receive each other's messages increases substantially.

Hoshi no Koe revolves around the relationship between this couple as they try to stay connected despite the growing distance between them.

[Written by MAL Rewrite]",,2002,2002-02-02,,CoMix Wave Films,Action;Award Winning;Drama;Romance;Sci-Fi,439
